,Name,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCode,DesignatorCode,CertificateHoldingOffice,CertificateNumber,AccessoryRatingClass1,AccessoryRatingClass2,AccessoryRatingClass3,AccessoryRatingLimited,AirframeRatingClass1,AirframeRatingClass2,AirframeRatingClass3,AirframeRatingClass4,AirframeRatingLimited,InstrumentRatingClass1,InstrumentRatingClass2,InstrumentRatingClass3,InstrumentRatingClass4,InstrumentRatingLimited,PowerplantRatingClass1,PowerplantRatingClass2,PowerplantRatingClass3,PowerplantRatingLimited,PropellerRating1,PropellerRating2,PropellerRatingLimited,RadioRatingClass1,RadioRatingClass2,RadioRatingClass3,RadioRatingLimited,LimitedRatingEquipment,LimitedRatingAircraftFabric,LimitedRatingNonDestructiveTst,LimitedRatingFloats,LimitedRatingSpecializedServic,LimitedRatingRotorBlades,LimitedRatingLandingGear,Status,Original_Issue_Date,EASA_Certificate_Number,EASA_Expiration_Date,Certificated_Mechanics,Repairmen,Non_Certificated,Total_Employees
3126,AIRCRAFT ELECTRICAL COMPONENTS INC                ,2482 PROGRESS DRIVE                ,                                   ,                                   ,REDDING               ,CA,96001,S7HR,WP25,S7HR883J,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 15-DEC-1994,  5336        ,  1-APR-2019, 2, 2, 4, 8
3127,SUNCOAST LANDING SYSTEM CORPORATION               ,9006 N. W. 106 STREET              ,                                   ,                                   ,MEDLEY                ,FL,33178,S7SR,SO19,S7SR585Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 21-SEP-2006,  6199        ,  1-JUL-2021, 0, 4, 17, 21
3128,SATCO INC                                         ,4501 EAST INDIAN TRAIL             ,                                   ,                                   ,LOUISVILLE            ,KY,40213,S87R,CE17,S87R087N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-JUN-1995,  6241        ,  1-JAN-2022, 0, 4, 62, 65
3129,STARK AVIONICS                                    ,5231 Johmy Reaver Rd               ,Hangar 4                           ,                                   ,Panama City           ,FL,32409,S8JD,SO11,S8JD933J,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 29-APR-2020, , , 0, 1, 1, 2
3130,STARK AVIONICS                                    ,5290 E ARMOUR ROAD                 ,COLUMBUS METRO AIRPORT             ,                                   ,COLUMBUS              ,GA,31909,S8JR,SO11,S8JR933J,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 29-MAR-1995, , , 1, 3, 3, 4
3131,SEABOARD TANK SYSTEMS INC                         ,LONG ISLAND MACARTHUR AIRPORT      ,2221 SMITHTOWN AVENUE              ,                                   ,RONKONKOMA            ,NY,11779,S8XR,EA11,S8XR093N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-JUN-1995, , , 3, 2, 4, 9
3132,STAR AVIATION INC                                 ,9001 WEST HWY 42                   ,                                   ,                                   ,GOSHEN                ,KY,40026,S9OR,CE17,S9OR105N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 2-NOV-1995,  4897        ,  1-FEB-2021, 3, 3, 2, 10
3133,MENA AIRCRAFT ENGINES INC                         ,103 AVIATION LANE                  ,                                   ,                                   ,MENA                  ,AR,71953,S9QR,SW11,S9QR340N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 10-JUL-1996, , , 1, 1, 5, 7
3134,HELICOPTER PARTS AND SERVICE INC                  ,931 N.E. 10 STREET                 ,                                   ,                                   ,POMPANO BEACH         ,FL,33060,S9VR,SO19,S9VR026N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 15-DEC-1995, , , 4, 0, 0, 5
3135,R W RADDATZ INC                                   ,280 S.W. 12TH AVE.                 ,                                   ,                                   ,DEERFIELD BEACH       ,FL,33442,SA4R,SO19,SA4R511M,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 13-MAY-1988,  4798        ,  1-MAR-2022, 0, 3, 14, 33
3136,AMCAN INSTRUMENTS                                 ,10413 BURBANK BLVD                 ,                                   ,                                   ,NORTH HOLLYWOOD       ,CA,91601,SC3R,WP01,SC3R836L,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 4-MAY-1965, , , 0, 1, 2, 6
3137,SIZE CONTROL PLATING                              ,13349 TEMPLE AVENUE                ,                                   ,                                   ,LA PUENTE             ,CA,91746,SC9R,WP23,SC9R120J,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 29-OCT-1993, , , 0, 2, 10, 11
3138,TWIN OTTER INTERNATIONAL LTD                      ,2780 LANDING VIEW LANE             ,                                   ,                                   ,GRAND JUNCTION        ,CO,81506,SCIR,NM07,SCIR012A,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N, ACTIVE            , 30-AUG-1994, , , 11, 1, 5, 20
3139,SUN COUNTRY INC                                   ,7201 LONGFELLOW AVENUE SOUTH       ,                                   ,                                   ,MINNEAPOLIS           ,MN,55450,SCNR,GL62,SCNR220K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 19-SEP-2005,  5918        ,  27-OCT-2021, 85, 0, 0, 104
3140,CORPAIR SUPPLY CO INC                             ,827 TEXAS COURT                    ,                                   ,                                   ,O'FALLON              ,MO,63366,SE2R,CE03,SE2R158L,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 16-NOV-1982,  4353        ,  1-FEB-2021, 21, 4, 18, 42
3141,TRIUMPH ENGINE CONTROL SYSTEMS LLC                ,1 CHARTER OAK BLVD                 ,P.O. BOX 330651                    ,                                   ,WEST HARTFORD         ,CT,6133,SF3R,EA63,SF3R839L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 22-MAY-1959,  4312        ,  1-AUG-2020, 2, 14, 74, 127
3142,DYERSBURG AVIONICS INC                            ,2204 AIRPORT RD.                   ,                                   ,                                   ,CARUTHERSVILLE        ,MO,63830,SF4R,CE03,SF4R516M,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 22-MAY-1959, , , 1, 2, 1, 5
3143,MERL INC                                          ,1777 N COLONY RD                   ,P.O. BOX 188                       ,                                   ,MERIDEN               ,CT,6450,SF5R,EA63,SF5R195N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N, ACTIVE            , 22-JUL-1980, , , 0, 2, 2, 5
3144,DBM                                               ,3127 CREVE COEUR ROAD              ,HANGAR (H3)                        ,                                   ,CREVE COEUR           ,MO,63146,SH2R,CE03,SH2R161L,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 24-JUN-1984, , , 0, 1, 0, 1
3145,SATCO INC                                         ,3090 DEMOCRAT                      ,                                   ,                                   ,MEMPHIS               ,TN,38118,SH4R,CE21,SH4R518M,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 7-MAR-1989, , , 0, 4, 44, 48
3146,LEARJET INC                                       ,BRADLEY INTL ARPT                  ,BUILDING 85-173                    ,                                   ,WINDSOR LOCKS         ,CT,6096,SH5R,EA63,SH5R197N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N, ACTIVE            , 28-JAN-1981,  4275        ,  1-AUG-2020, 161, 28, 24, 240
3147,A AND S HELICOPTERS INC                           ,DOWNTOWN PARKS AIRPORT             ,3300 VECTOR DRIVE                  ,                                   ,CAHOKIA               ,IL,62206,SI2R,CE03,SI2R162L,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 24-SEP-1984, , , 2, 0, 0, 3
3148,HAMILTON SUNDSTRAND WORLDWIDE REPAIR              ,ONE HAMILTON ROAD                  ,                                   ,                                   ,WINDSOR LOCKS         ,CT,6096,SI3R,EA63,SI3R842L,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 16-NOV-1959,  4983        ,  1-AUG-2020, 26, 143, 185, 442
3149,HARTZELL SERVICE CENTER                           ,ONE PROPELLER PLACE                ,                                   ,                                   ,PIQUA                 ,OH,45356,SJ3R,GL05,SJ3R843L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 4-DEC-1959,  4516        ,  1-AUG-2020, 2, 19, 14, 33
3150,FLYING T REPAIR STATION LLC                       ,7788 COUNTY ROAD 530               ,                                   ,                                   ,ANNA                  ,TX,75409,SJNR,SW19,SJNR152I,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 8-AUG-1995, , , 2, 0, 2, 5
3151,HIGGINSVILLE AVIONICS LLC                         ,11671 AIRPORT ROAD                 ,                                   ,                                   ,HIGGINSVILLE          ,MO,64037,SK2R,CE05,SK2R164L,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 29-JUL-1971, , , 0, 2, 2, 5
3152,GENERAL ELECTRIC ENGINE SERVICES LLC              ,199 CONTAINER PLACE                ,                                   ,                                   ,CINCINNATI            ,OH,45246,SK3R,GL05,SK3R844L,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 9-DEC-1959,  4472        ,  1-AUG-2020, 0, 61, 372, 498
3153,AIRTECH COMPASS SERVICES INC                      ,1160 BRUSH CREEK ROAD              ,                                   ,                                   ,ARGYLE                ,TX,76226,SL1R,SW19,SL1R484K,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 16-MAR-1992, , , 0, 1, 0, 2
3154,PHOENIX AEROSPACE INC                             ,220 W 80TH TER                     ,                                   ,                                   ,KANSAS CITY           ,MO,64114,SL2R,CE05,SL2R165L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-OCT-1983,  4746        ,  1-FEB-2021, 3, 3, 0, 7
3155,INTEGRATED SURVEILLANCE AND DEFENSE INC           ,25999 SW CANYON CREEK ROAD SUITE F ,                                   ,                                   ,WILSONVILLE           ,OR,97070,SL3R,NM09,SL3R845L,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N, ACTIVE            , 25-JAN-1960, , , 5, 5, 0, 11
3156,VERTEX AEROSPACE LLC                              ,555 INDUSTRIAL DRIVE SOUTH         ,                                   ,                                   ,MADISON               ,MS,39110,SL4R,SW31,SL4R522M,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 3-JUL-1985,  6435        ,  1-OCT-2020, 3, 4, 14, 43
3157,THREE WING AVIATION GROUP LLC                     ,400 GREAT MEADOW ROAD              ,                                   ,                                   ,STRATFORD             ,CT,6615,SL5R,EA63,SL5R201N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 1-JUL-1982, , , 4, 3, 0, 15
3158,SAFE FUEL SYSTEMS LLC                             ,860 WEST 84TH STREET               ,                                   ,                                   ,HIALEAH               ,FL,33014,SLGR,SO19,SLGR312X,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , ,  5667        ,  1-FEB-2021, 6, 2, 20, 51
3159,UNITRON LP                                        ,10925 MILLER ROAD                  ,                                   ,                                   ,DALLAS                ,TX,75238,SM1R,SW19,SM1R485K,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 17-JUN-1970, , , 0, 2, 2, 9
3160,TRIANGLE FLYING SERVICE INC                       ,102 DIANE DRIVE                    ,                                   ,                                   ,CAMPBELLSVILLE        ,KY,42718,SM4R,CE17,SM4R523M,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 12-AUG-1985, , , 1, 1, 0, 2
3161,TURBINE CONTROLS INC                              ,5 OLD WINDSOR RD                   ,                                   ,                                   ,BLOOMFIELD            ,CT,6002,SM5R,EA63,SM5R202N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 13-SEP-1982,  4954        ,  1-AUG-2020, 2, 18, 24, 103
3162,SAFE TECH USA INC                                 ,2839 NAGLE ST                      ,                                   ,                                   ,DALLAS                ,TX,75220,SMER,SW19,SMER451X,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N, ACTIVE            , ,  6497        ,  21-OCT-2021, 0, 2, 4, 9
3163,STAMBAUGH AVIATION INC                            ,1000 JETPORT ROAD                  ,GLYNCO JETPORT                     ,                                   ,BRUNSWICK             ,GA,31525,SMJR,SO11,SMJR181K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 30-NOV-1988, , , 38, 1, 70, 111
3164,SUMMIT AVIATION INC                               ,4200 SUMMIT BRIDGE RD.             ,                                   ,                                   ,MIDDLETOWN            ,DE,19709,SMTR,EA17,SMTR208I,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N, ACTIVE            , 11-JAN-1989, , , 31, 9, 36, 102
3165,UNISON INDUSTRIES LLC                             ,5345 STATE HIGHWAY12               ,                                   ,                                   ,NORWICH               ,NY,13815,SMVR,EA01,SMVR502K,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 24-JUL-1997,  4977        ,  1-AUG-2020, 0, 4, 10, 14
3166,UNDERWOOD INSTRUMENT SERVICES INC                 ,3116 KELLWAY DRIVE                 ,Suite 102                          ,                                   ,CARROLLTON            ,TX,75006,SN1R,SW19,SN1R486K,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 15-MAR-1973,  5210        ,  1-JUN-2020, 0, 2, 2, 7
3167,GRANITE AIR CENTER LLC                            ,58 AIRPORT RD                      ,                                   ,                                   ,LEBANON               ,NH,3784,SNAR,EA65,SNAR711K,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , , , , 2, 0, 0, 2
3168,COLUMBIA AIR SERVICES INC                         ,GROTON NEW LONDON ARPT             ,                                   ,                                   ,GROTON                ,CT,6340,SO5R,EA63,SO5R204N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 15-SEP-1980, , , 14, 2, 2, 30
3169,SATCO INC - INDIANA                               ,4221 SOUTH HIGH SCHOOL ROAD        ,                                   ,                                   ,INDIANAPOLIS          ,IN,46241,SOTR,GL11,SOTR614K,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 19-OCT-1989, , , 0, 3, 15, 19
3170,SIFCO APPLIED SURFACE CONCEPTS LLC                ,22 THOMPSON ROAD                   ,                                   ,                                   ,EAST WINDSOR          ,CT,6088,SOX3,EA63,SOX3680K,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 18-JUL-1991, , , 0, 2, 0, 2
3171,SIFCO APPLIED SURFACE CONCEPTS                    ,5708 East SCHAAF ROAD              ,                                   ,                                   ,Independence          ,OH,44131,SOXR,GL25,SOXR680K,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 30-MAR-1990, , , 0, 9, 2, 33
3172,BEARING INSPECTION INC                            ,4422 CORPORATE CENTER DRIVE        ,                                   ,                                   ,LOS ALAMITOS          ,CA,90720,SP3R,WP05,SP3R849L,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 20-JAN-1960,  4245        ,  1-AUG-2020, 1, 18, 40, 105
3173,VALLEY PLATING INC                                ,412 ALBANY ST                      ,                                   ,                                   ,SPRINGFIELD           ,MA,1105,SP5R,EA63,SP5R205N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y, ACTIVE            , 10-JAN-1983,  6310        ,  1-DEC-2020, 0, 5, 60, 115
3174,"RAUCH, LEW DSC                                    ",850 WEST RIVENDALE                 ,                                   ,                                   ,SPRINGFIELD           ,MO,65810,SQ2R,CE05,SQ2R170L,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 8-SEP-1978, , , 0, 2, 0, 2
3175,DELAWARE AVIATION LLC                             ,PO BOX 25                          ,                                   ,                                   ,SIDNEY                ,NY,13838,SQHR,EA01,SQHR710U,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , , , , 1, 0, 0, 1
3176,SECURAPLANE TECHNOLOGIES INC                      ,12350 N. VISTOSO PARK ROAD         ,                                   ,                                   ,ORO VALLEY            ,AZ,85755,SR0R,WP07,SR0R383N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 8-AUG-1997,  5074        ,  1-FEB-2021, 1, 5, 48, 62
3177,GROWTH INDUSTRIES INC                             ,12523 3RD ST                       ,P.O. BOX D                         ,                                   ,GRANDVIEW             ,MO,64030,SR2R,CE05,SR2R171L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 24-APR-1975, , , 0, 1, 0, 1
3178,PROJECTS INC                                      ,65 SEQUIN DR                       ,                                   ,                                   ,GLASTONBURY           ,CT,6033,SR5R,EA63,SR5R207N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 3-JUL-1984,  4790        ,  1-AUG-2020, 0, 4, 9, 23
3179,VT SAN ANTONIO AEROSPACE INC                      ,9800 JOHN SAUNDERS ROAD            ,                                   ,                                   ,SAN ANTONIO           ,TX,78216,SRXR,SW17,SRXR430X,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 28-MAY-2002,  5899        ,  1-SEP-2018, 208, 61, 516, 1083
3180,S AND S TESTING                                   ,115 HOLLOWAY SQ.                   ,                                   ,                                   ,SMYRNA                ,TN,37167,SSKR,CE19,SSKR434X,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 23-MAY-2003, , , 0, 1, 0, 1
3181,ASSOCIATED AERO SERVICE INC                       ,WILEY POST AIRPORT                 ,HANGAR 5                           ,                                   ,BETHANY               ,OK,73008,SSWR,SW15,SSWR186K,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 3-JUL-1984, , , 6, 1, 9, 19
3182,RELIABLE AEROSTRUCTURES                           ,700 Boeing Way                     ,                                   ,                                   ,Roanoke               ,TX,76262,ST1R,SW19,ST1R492K,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 7-SEP-2010, , , 1, 0, 2, 3
3183,QUALITY AIRCRAFT ACRYLICS                         ,2828 ROE LANE                      ,                                   ,                                   ,KANSAS CITY           ,KS,66103,ST2R,CE05,ST2R173L,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 16-AUG-1985, , , 1, 1, 1, 5
3184,BONDURANT AVIONICS INC                            ,11299 AIRPORT RD                   ,                                   ,                                   ,OLIVE BRANCH          ,MS,38654,SU4R,SW31,SU4R531M,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 21-FEB-1986, , , 2, 1, 0, 3
3185,BALLOONACY LLC                                    ,125 REDWOOD CIRCLE                 ,                                   ,                                   ,FAYETTEVILLE          ,GA,30214,SU9R,SO11,SU9R747J,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , , 0, 1, 1, 2
3186,AEE-EMF INC                                       ,102 NW BUSINESS PARK LANE          ,                                   ,                                   ,RIVERSIDE             ,MO,64150,SV2R,CE05,SV2R175L,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 19-SEP-1985,  4025        ,  1-FEB-2021, 2, 3, 3, 8
3187,DUPAGE AEROSPACE CORPORATION                      ,2755 INTERNATIONAL DRIVE           ,                                   ,                                   ,WEST CHICAGO          ,IL,60185,SVTR,GL03,SVTR023S,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N, ACTIVE            , , ,  1-OCT-2016, 5, 2, 0, 5
3188,"SAFRAN ELECTRONICS & DEFENSE, AVIONICS USA, LLC   ",2802 SAFRAN DRIVE                  ,                                   ,                                   ,GRAND PRAIRIE         ,TX,75052,SVUR,SW19,SVUR684K,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 13-NOV-1989,  4864        ,  1-AUG-2020, 1, 24, 16, 78
